Date,Open,High,Low,Close,Adj Close,Volume
2010-09-30,22.000000,22.150000,20.190001,20.410000,20.410000,2195800
2010-10-01,20.690001,20.750000,20.309999,20.600000,20.600000,597700
2010-10-04,20.430000,21.170000,20.299999,20.990000,20.990000,643600
2010-10-05,21.150000,21.280001,21.010000,21.120001,21.120001,332000
2010-10-06,21.059999,21.260000,20.320000,20.459999,20.459999,313400
2010-10-07,20.570000,20.639999,20.340000,20.430000,20.430000,141000
2010-10-08,20.430000,20.790001,20.389999,20.430000,20.430000,267800
2010-10-11,20.440001,20.700001,20.070000,20.240000,20.240000,171200
2010-10-12,20.200001,20.280001,20.030001,20.240000,20.240000,244000
2010-10-13,20.639999,20.850000,20.360001,20.540001,20.540001,318200
2010-10-14,21.000000,21.030001,20.400000,20.750000,20.750000,294800
2010-10-15,20.889999,20.900000,20.250000,20.540001,20.540001,284700
2010-10-18,20.520000,20.639999,20.219999,20.230000,20.230000,162800
2010-10-19,20.200001,20.410000,20.000000,20.049999,20.049999,245200
2010-10-20,20.160000,20.690001,20.040001,20.650000,20.650000,312500
2010-10-21,20.610001,20.950001,20.450001,20.750000,20.750000,417100
2010-10-22,20.680000,20.930000,20.549999,20.719999,20.719999,161100
2010-10-25,20.940001,20.980000,20.730000,20.850000,20.850000,118500
2010-10-26,20.799999,21.870001,20.510000,21.360001,21.360001,660900
2010-10-27,21.250000,21.379999,20.650000,21.000000,21.000000,356500
2010-10-28,21.389999,21.500000,20.959999,21.190001,21.190001,224200
2010-10-29,21.139999,21.850000,21.049999,21.840000,21.840000,280600
2010-11-01,21.940001,22.750000,21.309999,21.410000,21.410000,455800
2010-11-02,21.680000,21.879999,21.049999,21.250000,21.250000,322500
2010-11-03,21.280001,22.500000,21.160000,21.770000,21.770000,372600
2010-11-04,22.600000,25.330000,22.150000,24.900000,24.900000,1874000
2010-11-05,24.870001,24.969999,23.719999,24.440001,24.440001,1011000
2010-11-08,24.500000,25.000000,24.030001,24.980000,24.980000,509500
2010-11-09,25.000000,25.690001,24.049999,24.629999,24.629999,956400
2010-11-10,24.480000,29.969999,24.049999,29.360001,29.360001,3060500
2010-11-11,28.600000,29.100000,27.330000,28.040001,28.040001,1945300
2010-11-12,28.250000,30.500000,28.070000,29.840000,29.840000,2729100
2010-11-15,30.219999,32.939999,30.219999,30.799999,30.799999,2622900
2010-11-16,31.000000,31.400000,28.420000,29.670000,29.670000,1347600
2010-11-17,30.200001,30.750000,28.610001,29.490000,29.490000,750000
2010-11-18,30.670000,30.740000,28.920000,29.889999,29.889999,956100
2010-11-19,30.160000,31.370001,29.700001,30.990000,30.990000,1150500
2010-11-22,31.570000,33.450001,31.500000,33.400002,33.400002,1529700
2010-11-23,33.290001,35.680000,32.189999,34.570000,34.570000,1577800
2010-11-24,35.270000,35.970001,34.330002,35.470001,35.470001,1425000
2010-11-26,35.599998,36.000000,34.750000,35.320000,35.320000,350600
2010-11-29,35.410000,35.950001,33.330002,34.330002,34.330002,1145600
2010-11-30,33.740002,35.330002,33.410000,35.330002,35.330002,2222600
2010-12-01,35.869999,36.419998,33.450001,34.349998,34.349998,1299200
2010-12-02,34.009998,34.299999,31.200001,32.349998,32.349998,2007000
2010-12-03,32.009998,32.250000,30.870001,31.490000,31.490000,1160100
2010-12-06,31.350000,31.450001,29.559999,30.309999,30.309999,1274400
2010-12-07,30.490000,32.400002,30.049999,31.559999,31.559999,1311300
2010-12-08,32.480000,32.490002,31.520000,32.369999,32.369999,660000
2010-12-09,32.509998,32.720001,31.650000,32.049999,32.049999,406000
2010-12-10,32.049999,32.919998,31.129999,31.520000,31.520000,429400
2010-12-13,31.639999,31.770000,30.400000,30.549999,30.549999,410400
2010-12-14,30.290001,30.389999,27.760000,28.530001,28.530001,1765700
2010-12-15,28.670000,29.969999,28.530001,29.600000,29.600000,742900
2010-12-16,30.000000,30.910000,29.650000,30.809999,30.809999,790100
2010-12-17,31.340000,31.540001,30.709999,31.360001,31.360001,813000
2010-12-20,31.639999,32.189999,31.260000,31.700001,31.700001,523400
2010-12-21,31.799999,32.689999,31.709999,32.259998,32.259998,777700
2010-12-22,32.250000,32.860001,31.700001,32.630001,32.630001,833300
2010-12-23,31.260000,32.480000,29.920000,30.090000,30.090000,1552600
2010-12-27,28.020000,28.580000,25.059999,25.549999,25.549999,9301900
2010-12-28,25.850000,26.750000,25.000000,26.410000,26.410000,4056300
2010-12-29,27.030001,28.010000,26.500000,27.730000,27.730000,3319200
2010-12-30,27.700001,27.900000,26.379999,26.500000,26.500000,2041100
2010-12-31,26.570000,27.250000,26.500000,26.629999,26.629999,1417900
2011-01-03,26.840000,27.000000,25.900000,26.620001,26.620001,1283000
2011-01-04,26.660000,26.950001,26.020000,26.670000,26.670000,1187400
2011-01-05,26.480000,26.900000,26.190001,26.830000,26.830000,1446700
2011-01-06,26.830000,28.000000,26.809999,27.879999,27.879999,2061200
2011-01-07,28.000000,28.580000,27.900000,28.240000,28.240000,2247900
2011-01-10,28.170000,28.680000,28.049999,28.450001,28.450001,1342700
2011-01-11,28.590000,28.709999,26.920000,26.959999,26.959999,1710200
2011-01-12,27.010000,27.400000,26.520000,26.959999,26.959999,964400
2011-01-13,26.959999,26.969999,26.160000,26.219999,26.219999,723600
2011-01-14,26.150000,26.580000,25.610001,25.750000,25.750000,1192000
2011-01-18,25.480000,25.639999,24.750000,25.639999,25.639999,1621700
2011-01-19,25.270000,25.469999,23.750000,24.030001,24.030001,2371500
2011-01-20,24.030001,24.450001,22.370001,22.620001,22.620001,2279900
2011-01-21,23.120001,23.590000,22.709999,23.040001,23.040001,1217000
2011-01-24,23.530001,24.809999,23.230000,24.490000,24.490000,1645100
2011-01-25,24.650000,24.889999,24.020000,24.680000,24.680000,1271500
2011-01-26,24.709999,24.879999,24.100000,24.750000,24.750000,1079900
2011-01-27,24.740000,25.080000,24.530001,24.920000,24.920000,895700
2011-01-28,24.879999,24.879999,23.750000,24.010000,24.010000,1048400
2011-01-31,24.049999,24.120001,23.500000,24.100000,24.100000,830300
2011-02-01,24.309999,24.730000,23.540001,23.910000,23.910000,707800
2011-02-02,24.160000,24.180000,23.670000,23.940001,23.940001,569500
2011-02-03,23.820000,23.900000,23.150000,23.629999,23.629999,512000
2011-02-04,23.440001,23.670000,23.219999,23.459999,23.459999,544000
2011-02-07,23.260000,23.260000,22.879999,23.070000,23.070000,895100
2011-02-08,23.780001,25.250000,23.000000,24.490000,24.490000,3504900
2011-02-09,24.129999,24.180000,22.790001,23.209999,23.209999,2635600
2011-02-10,23.260000,23.639999,22.809999,23.219999,23.219999,836100
2011-02-11,23.250000,23.750000,22.940001,23.250000,23.250000,634500
2011-02-14,23.639999,24.139999,23.049999,23.080000,23.080000,1283100
2011-02-15,23.010000,23.170000,22.559999,22.840000,22.840000,953700
2011-02-16,23.100000,24.969999,23.070000,24.730000,24.730000,4115100
2011-02-17,24.629999,25.490000,23.549999,23.600000,23.600000,2618400
2011-02-18,23.330000,23.490000,22.959999,23.180000,23.180000,2370700
2011-02-22,22.879999,23.000000,21.780001,21.870001,21.870001,2064600
2011-02-23,22.180000,22.500000,21.110001,21.830000,21.830000,1605600
2011-02-24,21.780001,22.580000,21.500000,22.530001,22.530001,1055300
2011-02-25,22.809999,23.850000,22.690001,23.610001,23.610001,1346300
2011-02-28,23.740000,24.100000,23.500000,23.889999,23.889999,1051200
2011-03-01,24.049999,24.320000,23.700001,23.940001,23.940001,1106400
2011-03-02,23.820000,24.280001,23.730000,24.020000,24.020000,663300
2011-03-03,24.480000,24.790001,24.059999,24.360001,24.360001,640200
2011-03-04,24.480000,24.990000,23.780001,24.950001,24.950001,1580100
2011-03-07,24.930000,25.400000,24.700001,24.940001,24.940001,2033600
2011-03-08,24.600000,24.959999,24.000000,24.660000,24.660000,1399900
2011-03-09,24.660000,24.990000,24.270000,24.719999,24.719999,924800
2011-03-10,24.440001,24.490000,23.730000,24.010000,24.010000,1017000
2011-03-11,23.850000,24.250000,23.530001,24.070000,24.070000,930800
2011-03-14,23.820000,24.000000,23.200001,23.250000,23.250000,1166000
2011-03-15,22.200001,22.959999,21.799999,22.950001,22.950001,1318800
2011-03-16,22.860001,23.250000,22.690001,22.820000,22.820000,1169700
2011-03-17,23.240000,23.430000,22.639999,22.809999,22.809999,922600
2011-03-18,23.190001,23.190001,22.510000,22.959999,22.959999,687900
2011-03-21,23.049999,23.049999,22.540001,22.730000,22.730000,411700
2011-03-22,22.730000,22.860001,22.000000,22.190001,22.190001,582900
2011-03-23,22.110001,22.270000,21.770000,22.209999,22.209999,422800
2011-03-24,22.139999,22.379999,21.980000,22.330000,22.330000,462200
2011-03-25,22.430000,23.000000,22.400000,22.750000,22.750000,568000
2011-03-28,22.700001,23.540001,22.549999,23.250000,23.250000,1058100
2011-03-29,23.299999,24.000000,23.209999,23.920000,23.920000,755400
2011-03-30,24.110001,24.490000,23.010000,23.709999,23.709999,1223300
2011-03-31,26.549999,28.709999,26.500000,27.750000,27.750000,11517800
2011-04-01,27.450001,28.180000,26.570000,26.660000,26.660000,2864800
2011-04-04,26.830000,27.000000,25.230000,25.830000,25.830000,2609300
2011-04-05,25.900000,27.000000,25.690001,26.700001,26.700001,3180900
2011-04-06,26.990000,27.010000,25.799999,26.490000,26.490000,1288300
2011-04-07,26.850000,27.940001,26.450001,27.240000,27.240000,2810300
2011-04-08,27.580000,27.600000,26.360001,26.490000,26.490000,1946400
2011-04-11,26.469999,26.530001,25.020000,25.270000,25.270000,1369400
